@relation TrainingPhase4-weka.filters.unsupervised.attribute.Remove-R3

@attribute distance_to_fruit numeric
@attribute snake_length numeric
@attribute ticks_since_last_score numeric
@attribute next_score numeric

@data
349.284984,60,0,3182
359.026461,60,1,3181
356.931366,60,2,3180
355.105618,60,3,3179
353.553391,60,4,3178
352.278299,60,5,3177
351.283361,60,6,3176
350.570963,60,7,3175
350.142828,60,8,3174
350,60,9,3173
350.142828,60,10,3172
340.147027,60,11,3171
330.15148,60,12,3170
320.156212,60,13,3169
310.161248,60,14,3168
300.16662,60,15,3167
290.172363,60,16,3166
280.178515,60,17,3165
270.185122,60,18,3164
260.192237,60,19,3163
250.19992,60,20,3162
240.208243,60,21,3161
230.217289,60,22,3160
220.227155,60,23,3159
210.23796,60,24,3158
200.249844,60,25,3157
190.262976,60,26,3156
180.277564,60,27,3155
170.293864,60,28,3154
160.312195,60,29,3153
150.332964,60,30,3152
140.356688,60,31,3151
130.384048,60,32,3150
120.415946,60,33,3149
110.45361,60,34,3148
100.498756,60,35,3147
90.553851,60,36,3146
80.622577,60,37,3145
70.710678,60,38,3144
60.827625,60,39,3143
50.990195,60,40,3142
41.231056,60,41,3141
31.622777,60,42,3140
22.36068,60,43,3139
14.142136,60,44,3138
10,60,45,3238
152.970585,61,0,3237
162.788206,61,1,3236
172.626765,61,2,3235
182.482876,61,3,3234
192.353841,61,4,3233
202.237484,61,5,3232
212.132034,61,6,3231
222.036033,61,7,3230
231.94827,61,8,3229
241.867732,61,9,3228
251.793566,61,10,3227
261.725047,61,11,3226
271.661554,61,12,3225
281.602557,61,13,3224
291.547595,61,14,3223
301.496269,61,15,3222
311.44823,61,16,3221
310.644491,61,17,3220
310.161248,61,18,3219
310,61,19,3218
310.161248,61,20,3217
310.644491,61,21,3216
311.44823,61,22,3215
312.569992,61,23,3214
314.006369,61,24,3213
315.753068,61,25,3212
317.804972,61,26,3211
320.156212,61,27,3210
322.800248,61,28,3209
325.729949,61,29,3208
328.937684,61,30,3207
332.415403,61,31,3206
336.154726,61,32,3205
340.147027,61,33,3204
344.383507,61,34,3203
348.855271,61,35,3202
340,61,36,3201
331.209903,61,37,3200
322.49031,61,38,3199
313.847097,61,39,3198
305.28675,61,40,3197
296.816442,61,41,3196
288.444102,61,42,3195
280.178515,61,43,3194
272.02941,61,44,3193
264.007576,61,45,3192
256.124969,61,46,3191
248.394847,61,47,3190
240.831892,61,48,3189
233.452351,61,49,3188
226.27417,61,50,3187
219.317122,61,51,3186
212.132034,61,52,3185
205.182845,61,53,3184
198.494332,61,54,3183
192.093727,61,55,3182
186.010752,61,56,3181
180.277564,61,57,3180
174.928557,61,58,3179
170,61,59,3178
165.529454,61,60,3177
161.554944,61,61,3176
158.113883,61,62,3175
155.241747,61,63,3174
152.970585,61,64,3173
151.32746,61,65,3172
150.332964,61,66,3171
140.356688,61,67,3170
130.384048,61,68,3169
120.415946,61,69,3168
110.45361,61,70,3167
100.498756,61,71,3166
90.553851,61,72,3165
80.622577,61,73,3164
80,61,74,3163
80.622577,61,75,3162
70.710678,61,76,3161
60.827625,61,77,3160
50.990195,61,78,3159
41.231056,61,79,3158
31.622777,61,80,3157
22.36068,61,81,3156
14.142136,61,82,3155
10,61,83,3255
230.867928,62,0,3254
220.90722,62,1,3253
210.950231,62,2,3252
200.997512,62,3,3251
191.049732,62,4,3250
181.107703,62,5,3249
171.172428,62,6,3248
161.245155,62,7,3247
151.32746,62,8,3246
141.421356,62,9,3245
140.356688,62,10,3244
130.384048,62,11,3243
120.415946,62,12,3242
110.45361,62,13,3241
100.498756,62,14,3240
90.553851,62,15,3239
80.622577,62,16,3238
70.710678,62,17,3237
70,62,18,3236
70.710678,62,19,3235
60.827625,62,20,3234
50.990195,62,21,3233
41.231056,62,22,3232
31.622777,62,23,3231
22.36068,62,24,3230
14.142136,62,25,3229
10,62,26,3228
14.142136,62,27,3227
10,62,28,3226
14.142136,62,29,3225
22.36068,62,30,3224
31.622777,62,31,3223
41.231056,62,32,3222
50.990195,62,33,3221
60.827625,62,34,3220
70.710678,62,35,3219
80.622577,62,36,3218
90.553851,62,37,3217
100.498756,62,38,3216
110.45361,62,39,3215
120.415946,62,40,3214
130.384048,62,41,3213
140.356688,62,42,3212
150.332964,62,43,3211
160.312195,62,44,3210
170.293864,62,45,3209
180.277564,62,46,3208
190.262976,62,47,3207
200.249844,62,48,3206
210.23796,62,49,3205
220.227155,62,50,3204
230.217289,62,51,3203
240.208243,62,52,3202
250.19992,62,53,3201
260.192237,62,54,3200
270.185122,62,55,3199
280.178515,62,56,3198
290.172363,62,57,3197
300.16662,62,58,3196
310.161248,62,59,3195
320.156212,62,60,3194
330.15148,62,61,3193
340.147027,62,62,3192
350.142828,62,63,3191
360.138862,62,64,3190
360,62,65,3189
350,62,66,3188
340,62,67,3187
330,62,68,3186
320,62,69,3185
310,62,70,3184
300,62,71,3183
290,62,72,3182
280,62,73,3181
270,62,74,3180
260,62,75,3179
250,62,76,3178
240,62,77,3177
230,62,78,3176
220,62,79,3175
210,62,80,3174
200,62,81,3173
190,62,82,3172
180,62,83,3171
170,62,84,3170
160,62,85,3169
150,62,86,3168
140,62,87,3167
130,62,88,3166
120,62,89,3165
110,62,90,3164
100,62,91,3163
90,62,92,3162
80,62,93,3161
70,62,94,3160
60,62,95,3159
50,62,96,3158
40,62,97,3157
30,62,98,3156
20,62,99,3155
10,62,100,3255
358.468967,63,0,3254
367.695526,63,1,3253
376.961536,63,2,3252
386.264158,63,3,3251
395.600809,63,4,3250
404.969135,63,5,3249
414.366987,63,6,3248
423.792402,63,7,3247
420.594817,63,8,3246
417.61226,63,9,3245
414.84937,63,10,3244
412.310563,63,11,3243
410,63,12,3242
407.921561,63,13,3241
406.07881,63,14,3240
404.474968,63,15,3239
403.112887,63,16,3238
401.995025,63,17,3237
401.123422,63,18,3236
400.499688,63,19,3235
400.12498,63,20,3234
390.128184,63,21,3233
380.131556,63,22,3232
370.13511,63,23,3231
360.138862,63,24,3230
350.142828,63,25,3229
340.147027,63,26,3228
330.15148,63,27,3227
320.156212,63,28,3226
310.161248,63,29,3225
300.16662,63,30,3224
290.172363,63,31,3223
280.178515,63,32,3222
270.185122,63,33,3221
260.192237,63,34,3220
250.19992,63,35,3219
240.208243,63,36,3218
230.217289,63,37,3217
230,63,38,3216
220,63,39,3215
210,63,40,3214
200,63,41,3213
190,63,42,3212
180,63,43,3211
170,63,44,3210
160,63,45,3209
150,63,46,3208
140,63,47,3207
130,63,48,3206
120,63,49,3205
110,63,50,3204
100,63,51,3203
90,63,52,3202
80,63,53,3201
70,63,54,3200
60,63,55,3199
50,63,56,3198
40,63,57,3197
30,63,58,3196
20,63,59,3195
10,63,60,3295
110,64,0,3294
110.45361,64,1,3293
100.498756,64,2,3292
90.553851,64,3,3291
80.622577,64,4,3290
70.710678,64,5,3289
60.827625,64,6,3288
50.990195,64,7,3287
41.231056,64,8,3286
31.622777,64,9,3285
22.36068,64,10,3284
14.142136,64,11,3283
10,64,12,3282
14.142136,64,13,3281
10,64,14,3280
14.142136,64,15,3279
22.36068,64,16,3278
31.622777,64,17,3277
41.231056,64,18,3276
50.990195,64,19,3275
60.827625,64,20,3274
70.710678,64,21,3273
80.622577,64,22,3272
90.553851,64,23,3271
100.498756,64,24,3270
110.45361,64,25,3269
120.415946,64,26,3268
130.384048,64,27,3267
140.356688,64,28,3266
150.332964,64,29,3265
160.312195,64,30,3264
170.293864,64,31,3263
180.277564,64,32,3262
190.262976,64,33,3261
200.249844,64,34,3260
210.23796,64,35,3259
220.227155,64,36,3258
230.217289,64,37,3257
230,64,38,3256
220,64,39,3255
210,64,40,3254
200,64,41,3253
190,64,42,3252
180,64,43,3251
170,64,44,3250
160,64,45,3249
150,64,46,3248
140,64,47,3247
130,64,48,3246
120,64,49,3245
110,64,50,3244
100,64,51,3243
90,64,52,3242
80,64,53,3241
70,64,54,3240
60,64,55,3239
50,64,56,3238
40,64,57,3237
30,64,58,3236
20,64,59,3235
10,64,60,3335
341.76015,65,0,3334
345.398321,65,1,3333
349.284984,65,2,3332
353.411941,65,3,3331
357.770876,65,4,3330
348.855271,65,5,3329
340,65,6,3328
331.209903,65,7,3327
322.49031,65,8,3326
313.847097,65,9,3325
305.28675,65,10,3324
296.816442,65,11,3323
288.444102,65,12,3322
280.178515,65,13,3321
272.02941,65,14,3320
264.007576,65,15,3319
256.124969,65,16,3318
248.394847,65,17,3317
240.831892,65,18,3316
233.452351,65,19,3315
226.27417,65,20,3314
219.317122,65,21,3313
212.602916,65,22,3312
206.155281,65,23,3311
200,65,24,3310
194.164878,65,25,3309
188.679623,65,26,3308
183.575598,65,27,3307
178.885438,65,28,3306
174.642492,65,29,3305
170.880075,65,30,3304
167.630546,65,31,3303
164.924225,65,32,3302
162.788206,65,33,3301
161.245155,65,34,3300
160.312195,65,35,3299
150.332964,65,36,3298
140.356688,65,37,3297
130.384048,65,38,3296
120.415946,65,39,3295
110.45361,65,40,3294
100.498756,65,41,3293
90.553851,65,42,3292
90,65,43,3291
80,65,44,3290
70,65,45,3289
60,65,46,3288
50,65,47,3287
40,65,48,3286
30,65,49,3285
20,65,50,3284
10,65,51,3384
126.491106,66,0,3383
136.014705,66,1,3382
145.602198,66,2,3381
155.241747,66,3,3380
164.924225,66,4,3379
174.642492,66,5,3378
184.390889,66,6,3377
194.164878,66,7,3376
203.960781,66,8,3375
213.775583,66,9,3374
223.606798,66,10,3373
222.036033,66,11,3372
220.90722,66,12,3371
220.227155,66,13,3370
220,66,14,3369
210,66,15,3368
200,66,16,3367
190,66,17,3366
180,66,18,3365
170,66,19,3364
160,66,20,3363
150,66,21,3362
140,66,22,3361
130,66,23,3360
120,66,24,3359
110,66,25,3358
100,66,26,3357
90,66,27,3356
80,66,28,3355
70,66,29,3354
60,66,30,3353
50,66,31,3352
40,66,32,3351
30,66,33,3350
20,66,34,3349
10,66,35,3449
380.131556,67,0,3448
388.329757,67,1,3447
396.61064,67,2,3446
404.969135,67,3,3445
413.400532,67,4,3444
421.900462,67,5,3443
430.464865,67,6,3442
439.089968,67,7,3441
434.165867,67,8,3440
429.418211,67,9,3439
424.852916,67,10,3438
420.475921,67,11,3437
416.293166,67,12,3436
412.310563,67,13,3435
408.533964,67,14,3434
404.969135,67,15,3433
401.621713,67,16,3432
398.497177,67,17,3431
395.600809,67,18,3430
392.937654,67,19,3429
390.512484,67,20,3428
388.329757,67,21,3427
386.393582,67,22,3426
384.707681,67,23,3425
383.275358,67,24,3424
382.099463,67,25,3423
381.182371,67,26,3422
380.525952,67,27,3421
370.540146,67,28,3420
360.555128,67,29,3419
350.570963,67,30,3418
340.587727,67,31,3417
330.605505,67,32,3416
320.624391,67,33,3415
310.644491,67,34,3414
300.665928,67,35,3413
290.688837,67,36,3412
280.713377,67,37,3411
270.739727,67,38,3410
260.768096,67,39,3409
250.798724,67,40,3408
240.831892,67,41,3407
230.867928,67,42,3406
220.90722,67,43,3405
210.950231,67,44,3404
200.997512,67,45,3403
191.049732,67,46,3402
181.107703,67,47,3401
171.172428,67,48,3400
161.245155,67,49,3399
151.32746,67,50,3398
141.421356,67,51,3397
131.529464,67,52,3396
121.655251,67,53,3395
111.803399,67,54,3394
101.98039,67,55,3393
92.195445,67,56,3392
82.462113,67,57,3391
72.801099,67,58,3390
63.245553,67,59,3389
53.851648,67,60,3388
44.72136,67,61,3387
36.055513,67,62,3386
28.284271,67,63,3385
22.36068,67,64,3384
20,67,65,3383
10,67,66,3483
269.25824,68,0,3482
277.84888,68,1,3481
286.530976,68,2,3480
295.296461,68,3,3479
304.138127,68,4,3478
313.049517,68,5,3477
322.024844,68,6,3476
331.058907,68,7,3475
340.147027,68,8,3474
349.284984,68,9,3473
358.468967,68,10,3472
367.695526,68,11,3471
376.961536,68,12,3470
386.264158,68,13,3469
395.600809,68,14,3468
404.969135,68,15,3467
401.621713,68,16,3466
398.497177,68,17,3465
395.600809,68,18,3464
392.937654,68,19,3463
390.512484,68,20,3462
388.329757,68,21,3461
386.393582,68,22,3460
384.707681,68,23,3459
383.275358,68,24,3458
382.099463,68,25,3457
381.182371,68,26,3456
380.525952,68,27,3455
380.131556,68,28,3454
380,68,29,3453
380.131556,68,30,3452
380.525952,68,31,3451
381.182371,68,32,3450
382.099463,68,33,3449
383.275358,68,34,3448
373.363094,68,35,3447
363.455637,68,36,3446
353.553391,68,37,3445
343.656806,68,38,3444
333.766385,68,39,3443
323.882695,68,40,3442
314.006369,68,41,3441
304.138127,68,42,3440
294.278779,68,43,3439
284.429253,68,44,3438
274.590604,68,45,3437
264.764046,68,46,3436
254.950976,68,47,3435
245.153013,68,48,3434
235.372046,68,49,3433
225.610283,68,50,3432
215.870331,68,51,3431
206.155281,68,52,3430
196.468827,68,53,3429
194.164878,68,54,3428
192.353841,68,55,3427
191.049732,68,56,3426
190.262976,68,57,3425
190,68,58,3424
180,68,59,3423
170,68,60,3422
160,68,61,3421
150,68,62,3420
140,68,63,3419
130,68,64,3418
120,68,65,3417
110,68,66,3416
100,68,67,3415
90,68,68,3414
80,68,69,3413
70,68,70,3412
60,68,71,3411
50,68,72,3410
40,68,73,3409
30,68,74,3408
20,68,75,3407
10,68,76,3507
197.230829,69,0,3506
205.912603,69,1,3505
214.709106,69,2,3504
223.606798,69,3,3503
232.594067,69,4,3502
241.660919,69,5,3501
250.798724,69,6,3500
260,69,7,3499
269.25824,69,8,3498
278.567766,69,9,3497
287.923601,69,10,3496
297.321375,69,11,3495
306.757233,69,12,3494
316.227766,69,13,3493
325.729949,69,14,3492
335.261092,69,15,3491
344.818793,69,16,3490
354.400903,69,17,3489
364.005494,69,18,3488
373.630834,69,19,3487
371.079506,69,20,3486
368.781778,69,21,3485
366.742416,69,22,3484
364.965752,69,23,3483
363.455637,69,24,3482
362.215406,69,25,3481
361.247837,69,26,3480
360.555128,69,27,3479
360.138862,69,28,3478
360,69,29,3477
360.138862,69,30,3476
360.555128,69,31,3475
361.247837,69,32,3474
362.215406,69,33,3473
363.455637,69,34,3472
364.965752,69,35,3471
366.742416,69,36,3470
368.781778,69,37,3469
371.079506,69,38,3468
373.630834,69,39,3467
364.005494,69,40,3466
354.400903,69,41,3465
344.818793,69,42,3464
335.261092,69,43,3463
325.729949,69,44,3462
316.227766,69,45,3461
306.757233,69,46,3460
297.321375,69,47,3459
287.923601,69,48,3458
278.567766,69,49,3457
269.25824,69,50,3456
260,69,51,3455
250.798724,69,52,3454
241.660919,69,53,3453
232.594067,69,54,3452
223.606798,69,55,3451
214.709106,69,56,3450
205.912603,69,57,3449
197.230829,69,58,3448
188.679623,69,59,3447
183.575598,69,60,3446
178.885438,69,61,3445
174.642492,69,62,3444
170.880075,69,63,3443
167.630546,69,64,3442
164.924225,69,65,3441
162.788206,69,66,3440
161.245155,69,67,3439
160.312195,69,68,3438
160,69,69,3437
160.312195,69,70,3436
161.245155,69,71,3435
162.788206,69,72,3434
164.924225,69,73,3433
167.630546,69,74,3432
170.880075,69,75,3431
174.642492,69,76,3430
178.885438,69,77,3429
170,69,78,3428
161.245155,69,79,3427
152.643375,69,80,3426
144.222051,69,81,3425
136.014705,69,82,3424
128.062485,69,83,3423
120.415946,69,84,3422
113.137085,69,85,3421
106.301458,69,86,3420
100,69,87,3419
94.339811,69,88,3418
89.442719,69,89,3417
85.440037,69,90,3416
82.462113,69,91,3415
80.622577,69,92,3414
70.710678,69,93,3413
60.827625,69,94,3412
50.990195,69,95,3411
41.231056,69,96,3410
31.622777,69,97,3409
22.36068,69,98,3408
14.142136,69,99,3407
10,69,100,3406
14.142136,69,101,3405
22.36068,69,102,3404
31.622777,69,103,3403
41.231056,69,104,3402
50.990195,69,105,3401
60.827625,69,106,3400
70.710678,69,107,3399
80.622577,69,108,3398
90.553851,69,109,3397
100.498756,69,110,3396
110.45361,69,111,3395
120.415946,69,112,3394
130.384048,69,113,3393
140.356688,69,114,3392
150.332964,69,115,3391
160.312195,69,116,3390
170.293864,69,117,3389
180.277564,69,118,3388
190.262976,69,119,3387
200.249844,69,120,3386
210.23796,69,121,3385
220.227155,69,122,3384
230.217289,69,123,3383
230,69,124,3382
291.547595,3,0,-1
286.530976,3,1,-2
281.780056,3,2,-3
277.308492,3,3,-4
273.130006,3,4,-5
269.25824,3,5,-6
265.706605,3,6,-7
262.488095,3,7,-8
259.6151,3,8,-9
257.099203,3,9,-10
254.950976,3,10,-11
253.179778,3,11,-12
251.793566,3,12,-13
250.798724,3,13,-14
250.19992,3,14,-15
250,3,15,-16
240,3,16,-17
230,3,17,-18
220,3,18,-19
210,3,19,-20
200,3,20,-21
190,3,21,-22
180,3,22,-23
170,3,23,-24
160,3,24,-25
150,3,25,-26
140,3,26,-27
130,3,27,-28
120,3,28,-29
110,3,29,-30
100,3,30,-31
90,3,31,-32
80,3,32,-33
70,3,33,-34
60,3,34,-35
50,3,35,-36
40,3,36,-37
30,3,37,-38
20,3,38,-39
10,3,39,61
114.017543,4,0,60
123.693169,4,1,59
133.416641,4,2,58
143.178211,4,3,57
152.970585,4,4,56
162.788206,4,5,55
161.245155,4,6,54
160.312195,4,7,53
150.332964,4,8,52
140.356688,4,9,51
130.384048,4,10,50
120.415946,4,11,49
110.45361,4,12,48
100.498756,4,13,47
90.553851,4,14,46
80.622577,4,15,45
70.710678,4,16,44
60.827625,4,17,43
50.990195,4,18,42
41.231056,4,19,41
31.622777,4,20,40
22.36068,4,21,39
14.142136,4,22,38
10,4,23,37
14.142136,4,24,36
10,4,25,35
14.142136,4,26,34
22.36068,4,27,33
31.622777,4,28,32
41.231056,4,29,31
50.990195,4,30,30
60.827625,4,31,29
70.710678,4,32,28
80.622577,4,33,27
90.553851,4,34,26
100.498756,4,35,25
100,4,36,24
90,4,37,23
80,4,38,22
70,4,39,21
60,4,40,20
50,4,41,19
40,4,42,18
30,4,43,17
20,4,44,16
10,4,45,116
172.626765,5,0,115
174.642492,5,1,114
177.200451,5,2,113
180.277564,5,3,112
183.847763,5,4,111
174.642492,5,5,110
165.529454,5,6,109
156.524758,5,7,108
147.648231,5,8,107
138.92444,5,9,106
130.384048,5,10,105
122.065556,5,11,104
114.017543,5,12,103
106.301458,5,13,102
98.994949,5,14,101
92.195445,5,15,100
86.023253,5,16,99
80.622577,5,17,98
76.157731,5,18,97
72.801099,5,19,96
70.710678,5,20,95
70,5,21,94
70.710678,5,22,93
60.827625,5,23,92
50.990195,5,24,91
41.231056,5,25,90
31.622777,5,26,89
22.36068,5,27,88
14.142136,5,28,87
10,5,29,187
180.277564,6,0,186
181.107703,6,1,185
182.482876,6,2,184
184.390889,6,3,183
186.815417,6,4,182
189.73666,6,5,181
193.132079,6,6,180
196.977156,6,7,179
187.882942,6,8,178
178.885438,6,9,177
170,6,10,176
161.245155,6,11,175
152.643375,6,12,174
144.222051,6,13,173
136.014705,6,14,172
128.062485,6,15,171
120.415946,6,16,170
113.137085,6,17,169
106.301458,6,18,168
100,6,19,167
94.339811,6,20,166
89.442719,6,21,165
85.440037,6,22,164
82.462113,6,23,163
80.622577,6,24,162
80,6,25,161
70,6,26,160
60,6,27,159
50,6,28,158
40,6,29,157
30,6,30,156
20,6,31,155
10,6,32,255
402.616443,7,0,254
405.215992,7,1,253
408.044115,7,2,252
411.096096,7,3,251
401.621713,7,4,250
392.173431,7,5,249
382.753184,7,6,248
373.363094,7,7,247
364.005494,7,8,246
354.682957,7,9,245
345.398321,7,10,244
336.154726,7,11,243
326.955654,7,12,242
317.804972,7,13,241
308.706981,7,14,240
299.666481,7,15,239
290.688837,7,16,238
281.780056,7,17,237
272.946881,7,18,236
264.196896,7,19,235
255.538647,7,20,234
246.981781,7,21,233
238.537209,7,22,232
230.217289,7,23,231
222.036033,7,24,230
214.009346,7,25,229
206.155281,7,26,228
198.494332,7,27,227
191.049732,7,28,226
183.847763,7,29,225
176.91806,7,30,224
170.293864,7,31,223
164.012195,7,32,222
158.113883,7,33,221
152.643375,7,34,220
147.648231,7,35,219
143.178211,7,36,218
139.283883,7,37,217
136.014705,7,38,216
133.416641,7,39,215
131.529464,7,40,214
130.384048,7,41,213
130,7,42,212
120,7,43,211
110,7,44,210
100,7,45,209
90,7,46,208
80,7,47,207
70,7,48,206
60,7,49,205
50,7,50,204
40,7,51,203
30,7,52,202
20,7,53,201
10,7,54,301
292.745623,8,0,300
291.547595,8,1,299
290.688837,8,2,298
290.172363,8,3,297
290,8,4,296
290.172363,8,5,295
280.178515,8,6,294
270.185122,8,7,293
260.192237,8,8,292
250.19992,8,9,291
240.208243,8,10,290
230.217289,8,11,289
220.227155,8,12,288
210.23796,8,13,287
200.249844,8,14,286
190.262976,8,15,285
180.277564,8,16,284
170.293864,8,17,283
160.312195,8,18,282
150.332964,8,19,281
140.356688,8,20,280
130.384048,8,21,279
120.415946,8,22,278
110.45361,8,23,277
100.498756,8,24,276
90.553851,8,25,275
80.622577,8,26,274
70.710678,8,27,273
60.827625,8,28,272
50.990195,8,29,271
41.231056,8,30,270
31.622777,8,31,269
22.36068,8,32,268
14.142136,8,33,267
10,8,34,367
362.353419,9,0,366
357.770876,9,1,365
353.411941,9,2,364
349.284984,9,3,363
345.398321,9,4,362
341.76015,9,5,361
338.378486,9,6,360
335.261092,9,7,359
332.415403,9,8,358
329.84845,9,9,357
327.566787,9,10,356
325.576412,9,11,355
323.882695,9,12,354
322.49031,9,13,353
321.403174,9,14,352
320.624391,9,15,351
320.156212,9,16,350
310.161248,9,17,349
300.16662,9,18,348
290.172363,9,19,347
280.178515,9,20,346
270.185122,9,21,345
260.192237,9,22,344
250.19992,9,23,343
240.208243,9,24,342
230.217289,9,25,341
220.227155,9,26,340
210.23796,9,27,339
200.249844,9,28,338
190.262976,9,29,337
180.277564,9,30,336
170.293864,9,31,335
160.312195,9,32,334
150.332964,9,33,333
140.356688,9,34,332
130.384048,9,35,331
120.415946,9,36,330
110.45361,9,37,329
110,9,38,328
110.45361,9,39,327
100.498756,9,40,326
90.553851,9,41,325
80.622577,9,42,324
70.710678,9,43,323
60.827625,9,44,322
50.990195,9,45,321
41.231056,9,46,320
31.622777,9,47,319
22.36068,9,48,318
14.142136,9,49,317
10,9,50,417
325.576412,10,0,416
315.753068,10,1,415
305.941171,10,2,414
296.141858,10,3,413
286.356421,10,4,412
276.586334,10,5,411
266.833281,10,6,410
257.099203,10,7,409
247.386338,10,8,408
237.697286,10,9,407
228.035085,10,10,406
218.403297,10,11,405
208.80613,10,12,404
199.248588,10,13,403
189.73666,10,14,402
180.277564,10,15,401
170.880075,10,16,400
161.554944,10,17,399
152.315462,10,18,398
143.178211,10,19,397
134.164079,10,20,396
125.299641,10,21,395
116.619038,10,22,394
108.166538,10,23,393
100,10,24,392
92.195445,10,25,391
84.852814,10,26,390
78.102497,10,27,389
72.111026,10,28,388
67.082039,10,29,387
63.245553,10,30,386
60.827625,10,31,385
60,10,32,384
50,10,33,383
40,10,34,382
30,10,35,381
20,10,36,380
10,10,37,480
332.415403,11,0,479
329.84845,11,1,478
327.566787,11,2,477
325.576412,11,3,476
323.882695,11,4,475
322.49031,11,5,474
321.403174,11,6,473
320.624391,11,7,472
310.644491,11,8,471
300.665928,11,9,470
290.688837,11,10,469
280.713377,11,11,468
270.739727,11,12,467
260.768096,11,13,466
250.798724,11,14,465
240.831892,11,15,464
230.867928,11,16,463
230.217289,11,17,462
220.227155,11,18,461
210.23796,11,19,460
200.249844,11,20,459
190.262976,11,21,458
180.277564,11,22,457
170.293864,11,23,456
160.312195,11,24,455
150.332964,11,25,454
140.356688,11,26,453
130.384048,11,27,452
120.415946,11,28,451
110.45361,11,29,450
100.498756,11,30,449
90.553851,11,31,448
80.622577,11,32,447
70.710678,11,33,446
60.827625,11,34,445
60,11,35,444
50,11,36,443
40,11,37,442
30,11,38,441
20,11,39,440
10,11,40,540
36.055513,12,0,539
44.72136,12,1,538
41.231056,12,2,537
40,12,3,536
41.231056,12,4,535
44.72136,12,5,534
50,12,6,533
56.568542,12,7,532
64.031242,12,8,531
72.111026,12,9,530
80.622577,12,10,529
89.442719,12,11,528
98.488578,12,12,527
107.703296,12,13,526
117.046999,12,14,525
114.017543,12,15,524
111.803399,12,16,523
110.45361,12,17,522
110,12,18,521
110.45361,12,19,520
100.498756,12,20,519
90.553851,12,21,518
80.622577,12,22,517
70.710678,12,23,516
60.827625,12,24,515
50.990195,12,25,514
41.231056,12,26,513
31.622777,12,27,512
22.36068,12,28,511
20,12,29,510
22.36068,12,30,509
14.142136,12,31,508
10,12,32,507
14.142136,12,33,506
22.36068,12,34,505
31.622777,12,35,504
41.231056,12,36,503
50.990195,12,37,502
60.827625,12,38,501
70.710678,12,39,500
80.622577,12,40,499
90.553851,12,41,498
100.498756,12,42,497
110.45361,12,43,496
120.415946,12,44,495
120,12,45,494
110,12,46,493
100,12,47,492
90,12,48,491
80,12,49,490
70,12,50,489
60,12,51,488
50,12,52,487
40,12,53,486
30,12,54,485
20,12,55,484
10,12,56,584
356.931366,13,0,583
355.105618,13,1,582
353.553391,13,2,581
352.278299,13,3,580
351.283361,13,4,579
350.570963,13,5,578
340.587727,13,6,577
330.605505,13,7,576
320.624391,13,8,575
310.644491,13,9,574
300.665928,13,10,573
290.688837,13,11,572
280.713377,13,12,571
270.739727,13,13,570
260.768096,13,14,569
250.798724,13,15,568
240.831892,13,16,567
230.867928,13,17,566
220.90722,13,18,565
210.950231,13,19,564
200.997512,13,20,563
191.049732,13,21,562
181.107703,13,22,561
171.172428,13,23,560
161.245155,13,24,559
151.32746,13,25,558
141.421356,13,26,557
131.529464,13,27,556
121.655251,13,28,555
111.803399,13,29,554
101.98039,13,30,553
92.195445,13,31,552
82.462113,13,32,551
72.801099,13,33,550
63.245553,13,34,549
53.851648,13,35,548
44.72136,13,36,547
36.055513,13,37,546
28.284271,13,38,545
22.36068,13,39,544
20,13,40,543
10,13,41,643
220.227155,14,0,642
220.90722,14,1,641
222.036033,14,2,640
223.606798,14,3,639
225.610283,14,4,638
228.035085,14,5,637
218.403297,14,6,636
208.80613,14,7,635
199.248588,14,8,634
196.468827,14,9,633
194.164878,14,10,632
192.353841,14,11,631
191.049732,14,12,630
190.262976,14,13,629
190,14,14,628
180,14,15,627
170,14,16,626
160,14,17,625
150,14,18,624
140,14,19,623
130,14,20,622
120,14,21,621
110,14,22,620
100,14,23,619
90,14,24,618
80,14,25,617
70,14,26,616
60,14,27,615
50,14,28,614
40,14,29,613
30,14,30,612
20,14,31,611
10,14,32,711
314.006369,15,0,710
320.156212,15,1,709
326.496554,15,2,708
333.016516,15,3,707
339.705755,15,4,706
346.554469,15,5,705
353.553391,15,6,704
346.554469,15,7,703
339.705755,15,8,702
333.016516,15,9,701
326.496554,15,10,700
320.156212,15,11,699
314.006369,15,12,698
308.058436,15,13,697
302.324329,15,14,696
296.816442,15,15,695
291.547595,15,16,694
286.530976,15,17,693
281.780056,15,18,692
277.308492,15,19,691
273.130006,15,20,690
269.25824,15,21,689
265.706605,15,22,688
262.488095,15,23,687
259.6151,15,24,686
257.099203,15,25,685
254.950976,15,26,684
253.179778,15,27,683
251.793566,15,28,682
250.798724,15,29,681
250.19992,15,30,680
250,15,31,679
240,15,32,678
230,15,33,677
220,15,34,676
210,15,35,675
200,15,36,674
190,15,37,673
180,15,38,672
170,15,39,671
160,15,40,670
150,15,41,669
140,15,42,668
130,15,43,667
120,15,44,666
110,15,45,665
100,15,46,664
90,15,47,663
80,15,48,662
70,15,49,661
60,15,50,660
50,15,51,659
40,15,52,658
30,15,53,657
20,15,54,656
10,15,55,756
180.277564,16,0,755
181.107703,16,1,754
171.172428,16,2,753
161.245155,16,3,752
151.32746,16,4,751
141.421356,16,5,750
131.529464,16,6,749
121.655251,16,7,748
111.803399,16,8,747
101.98039,16,9,746
92.195445,16,10,745
