@relation TrainingPhase4-weka.filters.unsupervised.attribute.Remove-R3

@attribute distance_to_fruit numeric
@attribute snake_length numeric
@attribute ticks_since_last_score numeric
@attribute next_score numeric

@data
76.157731,31,30,1521
67.082039,31,31,1520
58.309519,31,32,1519
50,31,33,1518
42.426407,31,34,1517
36.055513,31,35,1516
31.622777,31,36,1515
30,31,37,1514
20,31,38,1513
10,31,39,1613
381.182371,32,0,1612
380.525952,32,1,1611
380.131556,32,2,1610
380,32,3,1609
380.131556,32,4,1608
380.525952,32,5,1607
381.182371,32,6,1606
371.214224,32,7,1605
361.247837,32,8,1604
351.283361,32,9,1603
341.320963,32,10,1602
331.360831,32,11,1601
321.403174,32,12,1600
311.44823,32,13,1599
301.496269,32,14,1598
291.547595,32,15,1597
281.602557,32,16,1596
271.661554,32,17,1595
261.725047,32,18,1594
251.793566,32,19,1593
241.867732,32,20,1592
231.94827,32,21,1591
222.036033,32,22,1590
212.132034,32,23,1589
202.237484,32,24,1588
192.353841,32,25,1587
182.482876,32,26,1586
172.626765,32,27,1585
162.788206,32,28,1584
152.970585,32,29,1583
143.178211,32,30,1582
133.416641,32,31,1581
123.693169,32,32,1580
114.017543,32,33,1579
104.403065,32,34,1578
94.86833,32,35,1577
85.440037,32,36,1576
76.157731,32,37,1575
67.082039,32,38,1574
58.309519,32,39,1573
50,32,40,1572
42.426407,32,41,1571
36.055513,32,42,1570
31.622777,32,43,1569
30,32,44,1568
20,32,45,1567
10,32,46,1667
50.990195,33,0,1666
41.231056,33,1,1665
31.622777,33,2,1664
22.36068,33,3,1663
14.142136,33,4,1662
10,33,5,1661
14.142136,33,6,1660
22.36068,33,7,1659
31.622777,33,8,1658
41.231056,33,9,1657
50.990195,33,10,1656
53.851648,33,11,1655
58.309519,33,12,1654
64.031242,33,13,1653
70.710678,33,14,1652
78.102497,33,15,1651
86.023253,33,16,1650
94.339811,33,17,1649
102.956301,33,18,1648
111.803399,33,19,1647
107.703296,33,20,1646
104.403065,33,21,1645
101.98039,33,22,1644
100.498756,33,23,1643
100,33,24,1642
100.498756,33,25,1641
101.98039,33,26,1640
104.403065,33,27,1639
107.703296,33,28,1638
111.803399,33,29,1637
116.619038,33,30,1636
122.065556,33,31,1635
128.062485,33,32,1634
134.53624,33,33,1633
141.421356,33,34,1632
148.660687,33,35,1631
156.204994,33,36,1630
164.012195,33,37,1629
172.046505,33,38,1628
180.277564,33,39,1627
188.679623,33,40,1626
197.230829,33,41,1625
205.912603,33,42,1624
201.246118,33,43,1623
196.977156,33,44,1622
193.132079,33,45,1621
189.73666,33,46,1620
186.815417,33,47,1619
184.390889,33,48,1618
182.482876,33,49,1617
181.107703,33,50,1616
180.277564,33,51,1615
180,33,52,1614
170,33,53,1613
160,33,54,1612
150,33,55,1611
140,33,56,1610
130,33,57,1609
120,33,58,1608
110,33,59,1607
100,33,60,1606
90,33,61,1605
80,33,62,1604
70,33,63,1603
60,33,64,1602
50,33,65,1601
40,33,66,1600
30,33,67,1599
20,33,68,1598
10,33,69,1698
200.249844,34,0,1697
200.997512,34,1,1696
191.049732,34,2,1695
181.107703,34,3,1694
171.172428,34,4,1693
161.245155,34,5,1692
151.32746,34,6,1691
141.421356,34,7,1690
131.529464,34,8,1689
121.655251,34,9,1688
111.803399,34,10,1687
101.98039,34,11,1686
92.195445,34,12,1685
82.462113,34,13,1684
72.801099,34,14,1683
63.245553,34,15,1682
53.851648,34,16,1681
44.72136,34,17,1680
36.055513,34,18,1679
28.284271,34,19,1678
22.36068,34,20,1677
20,34,21,1676
10,34,22,1776
158.113883,35,0,1775
164.012195,35,1,1774
170.293864,35,2,1773
176.91806,35,3,1772
183.847763,35,4,1771
191.049732,35,5,1770
198.494332,35,6,1769
206.155281,35,7,1768
200,35,8,1767
194.164878,35,9,1766
188.679623,35,10,1765
180.277564,35,11,1764
172.046505,35,12,1763
164.012195,35,13,1762
156.204994,35,14,1761
148.660687,35,15,1760
141.421356,35,16,1759
134.53624,35,17,1758
128.062485,35,18,1757
122.065556,35,19,1756
116.619038,35,20,1755
111.803399,35,21,1754
107.703296,35,22,1753
104.403065,35,23,1752
101.98039,35,24,1751
100.498756,35,25,1750
90.553851,35,26,1749
80.622577,35,27,1748
70.710678,35,28,1747
60.827625,35,29,1746
50.990195,35,30,1745
41.231056,35,31,1744
31.622777,35,32,1743
22.36068,35,33,1742
20,35,34,1741
10,35,35,1841
518.555686,36,0,1840
524.97619,36,1,1839
531.507291,36,2,1838
538.144962,36,3,1837
544.885309,36,4,1836
551.724569,36,5,1835
544.518136,36,6,1834
537.401154,36,7,1833
530.377224,36,8,1832
523.450093,36,9,1831
516.623654,36,10,1830
509.901951,36,11,1829
503.289181,36,12,1828
496.789694,36,13,1827
490.407993,36,14,1826
484.148737,36,15,1825
478.016736,36,16,1824
472.016949,36,17,1823
464.00431,36,18,1822
456.07017,36,19,1821
448.218697,36,20,1820
440.454311,36,21,1819
432.7817,36,22,1818
425.205833,36,23,1817
417.731971,36,24,1816
410.365691,36,25,1815
403.112887,36,26,1814
395.979797,36,27,1813
388.973007,36,28,1812
382.099463,36,29,1811
375.366488,36,30,1810
368.781778,36,31,1809
362.353419,36,32,1808
356.089876,36,33,1807
350,36,34,1806
344.093011,36,35,1805
338.378486,36,36,1804
332.86634,36,37,1803
327.566787,36,38,1802
322.49031,36,39,1801
317.647603,36,40,1800
313.049517,36,41,1799
308.706981,36,42,1798
304.630924,36,43,1797
300.832179,36,44,1796
297.321375,36,45,1795
294.108823,36,46,1794
291.204396,36,47,1793
288.617394,36,48,1792
286.356421,36,49,1791
284.429253,36,50,1790
282.842712,36,51,1789
281.602557,36,52,1788
280.713377,36,53,1787
280.178515,36,54,1786
280,36,55,1785
270,36,56,1784
260,36,57,1783
250,36,58,1782
240,36,59,1781
230,36,60,1780
220,36,61,1779
210,36,62,1778
200,36,63,1777
190,36,64,1776
180,36,65,1775
170,36,66,1774
160,36,67,1773
150,36,68,1772
140,36,69,1771
130,36,70,1770
120,36,71,1769
110,36,72,1768
100,36,73,1767
90,36,74,1766
80,36,75,1765
70,36,76,1764
60,36,77,1763
50,36,78,1762
40,36,79,1761
30,36,80,1760
20,36,81,1759
10,36,82,1859
286.356421,37,0,1858
288.617394,37,1,1857
278.926514,37,2,1856
269.25824,37,3,1855
259.6151,37,4,1854
250,37,5,1853
240.416306,37,6,1852
230.867928,37,7,1851
221.359436,37,8,1850
211.896201,37,9,1849
202.484567,37,10,1848
193.132079,37,11,1847
183.847763,37,12,1846
174.642492,37,13,1845
165.529454,37,14,1844
156.524758,37,15,1843
147.648231,37,16,1842
138.92444,37,17,1841
130.384048,37,18,1840
122.065556,37,19,1839
114.017543,37,20,1838
106.301458,37,21,1837
98.994949,37,22,1836
92.195445,37,23,1835
86.023253,37,24,1834
80.622577,37,25,1833
76.157731,37,26,1832
72.801099,37,27,1831
70.710678,37,28,1830
70,37,29,1829
60,37,30,1828
50,37,31,1827
40,37,32,1826
30,37,33,1825
20,37,34,1824
10,37,35,1924
170.293864,38,0,1923
170,38,1,1922
170.293864,38,2,1921
171.172428,38,3,1920
172.626765,38,4,1919
174.642492,38,5,1918
164.924225,38,6,1917
155.241747,38,7,1916
145.602198,38,8,1915
136.014705,38,9,1914
126.491106,38,10,1913
117.046999,38,11,1912
107.703296,38,12,1911
98.488578,38,13,1910
89.442719,38,14,1909
80.622577,38,15,1908
72.111026,38,16,1907
64.031242,38,17,1906
56.568542,38,18,1905
50,38,19,1904
44.72136,38,20,1903
41.231056,38,21,1902
40,38,22,1901
30,38,23,1900
20,38,24,1899
10,38,25,1999
424.499706,39,0,1998
422.018957,39,1,1997
419.761837,39,2,1996
417.731971,39,3,1995
415.932687,39,4,1994
414.366987,39,5,1993
413.037529,39,6,1992
411.946598,39,7,1991
411.096096,39,8,1990
401.123422,39,9,1989
391.152144,39,10,1988
381.182371,39,11,1987
371.214224,39,12,1986
361.247837,39,13,1985
351.283361,39,14,1984
341.320963,39,15,1983
331.360831,39,16,1982
321.403174,39,17,1981
311.44823,39,18,1980
310.644491,39,19,1979
310.161248,39,20,1978
300.16662,39,21,1977
290.172363,39,22,1976
280.178515,39,23,1975
270.185122,39,24,1974
260.192237,39,25,1973
250.19992,39,26,1972
240.208243,39,27,1971
230.217289,39,28,1970
220.227155,39,29,1969
210.23796,39,30,1968
200.249844,39,31,1967
190.262976,39,32,1966
180.277564,39,33,1965
180,39,34,1964
170,39,35,1963
160,39,36,1962
150,39,37,1961
140,39,38,1960
130,39,39,1959
120,39,40,1958
110,39,41,1957
100,39,42,1956
90,39,43,1955
80,39,44,1954
70,39,45,1953
60,39,46,1952
50,39,47,1951
40,39,48,1950
30,39,49,1949
20,39,50,1948
10,39,51,1947
14.142136,39,52,1946
22.36068,39,53,1945
31.622777,39,54,1944
41.231056,39,55,1943
50.990195,39,56,1942
60.827625,39,57,1941
70.710678,39,58,1940
80.622577,39,59,1939
90.553851,39,60,1938
100.498756,39,61,1937
110.45361,39,62,1936
120.415946,39,63,1935
130.384048,39,64,1934
140.356688,39,65,1933
150.332964,39,66,1932
160.312195,39,67,1931
170.293864,39,68,1930
180.277564,39,69,1929
190.262976,39,70,1928
200.249844,39,71,1927
210.23796,39,72,1926
220.227155,39,73,1925
230.217289,39,74,1924
240.208243,39,75,1923
250.19992,39,76,1922
250,39,77,1921
250.19992,39,78,1920
240.208243,39,79,1919
230.217289,39,80,1918
220.227155,39,81,1917
210.23796,39,82,1916
200.249844,39,83,1915
190.262976,39,84,1914
180.277564,39,85,1913
170.293864,39,86,1912
160.312195,39,87,1911
150.332964,39,88,1910
140.356688,39,89,1909
130.384048,39,90,1908
120.415946,39,91,1907
110.45361,39,92,1906
100.498756,39,93,1905
90.553851,39,94,1904
80.622577,39,95,1903
70.710678,39,96,1902
60.827625,39,97,1901
50.990195,39,98,1900
41.231056,39,99,1899
31.622777,39,100,1898
22.36068,39,101,1897
14.142136,39,102,1896
10,39,103,1996
130.384048,40,0,1995
122.065556,40,1,1994
114.017543,40,2,1993
106.301458,40,3,1992
98.994949,40,4,1991
92.195445,40,5,1990
86.023253,40,6,1989
80.622577,40,7,1988
76.157731,40,8,1987
72.801099,40,9,1986
70.710678,40,10,1985
60.827625,40,11,1984
50.990195,40,12,1983
41.231056,40,13,1982
31.622777,40,14,1981
22.36068,40,15,1980
14.142136,40,16,1979
10,40,17,1978
14.142136,40,18,1977
22.36068,40,19,1976
31.622777,40,20,1975
41.231056,40,21,1974
50.990195,40,22,1973
60.827625,40,23,1972
70.710678,40,24,1971
80.622577,40,25,1970
90.553851,40,26,1969
100.498756,40,27,1968
110.45361,40,28,1967
120.415946,40,29,1966
130.384048,40,30,1965
140.356688,40,31,1964
150.332964,40,32,1963
150,40,33,1962
150.332964,40,34,1961
140.356688,40,35,1960
130.384048,40,36,1959
120.415946,40,37,1958
110.45361,40,38,1957
100.498756,40,39,1956
90.553851,40,40,1955
80.622577,40,41,1954
70.710678,40,42,1953
60.827625,40,43,1952
50.990195,40,44,1951
41.231056,40,45,1950
31.622777,40,46,1949
22.36068,40,47,1948
20,40,48,1947
10,40,49,2047
100,41,0,2046
92.195445,41,1,2045
84.852814,41,2,2044
78.102497,41,3,2043
72.111026,41,4,2042
67.082039,41,5,2041
63.245553,41,6,2040
60.827625,41,7,2039
50.990195,41,8,2038
41.231056,41,9,2037
31.622777,41,10,2036
22.36068,41,11,2035
14.142136,41,12,2034
10,41,13,2033
14.142136,41,14,2032
10,41,15,2031
14.142136,41,16,2030
22.36068,41,17,2029
20,41,18,2028
22.36068,41,19,2027
28.284271,41,20,2026
36.055513,41,21,2025
44.72136,41,22,2024
53.851648,41,23,2023
63.245553,41,24,2022
72.801099,41,25,2021
82.462113,41,26,2020
92.195445,41,27,2019
101.98039,41,28,2018
111.803399,41,29,2017
121.655251,41,30,2016
131.529464,41,31,2015
141.421356,41,32,2014
151.32746,41,33,2013
161.245155,41,34,2012
171.172428,41,35,2011
181.107703,41,36,2010
191.049732,41,37,2009
200.997512,41,38,2008
210.950231,41,39,2007
220.90722,41,40,2006
230.867928,41,41,2005
240.831892,41,42,2004
240.208243,41,43,2003
230.217289,41,44,2002
220.227155,41,45,2001
210.23796,41,46,2000
200.249844,41,47,1999
190.262976,41,48,1998
180.277564,41,49,1997
170.293864,41,50,1996
160.312195,41,51,1995
160,41,52,1994
150,41,53,1993
140,41,54,1992
130,41,55,1991
120,41,56,1990
110,41,57,1989
100,41,58,1988
90,41,59,1987
80,41,60,1986
70,41,61,1985
60,41,62,1984
50,41,63,1983
40,41,64,1982
30,41,65,1981
20,41,66,1980
10,41,67,2080
250.798724,42,0,2079
260,42,1,2078
256.320112,42,2,2077
252.982213,42,3,2076
250,42,4,2075
247.386338,42,5,2074
245.153013,42,6,2073
243.310501,42,7,2072
241.867732,42,8,2071
240.831892,42,9,2070
240.208243,42,10,2069
240,42,11,2068
230,42,12,2067
220,42,13,2066
210,42,14,2065
200,42,15,2064
190,42,16,2063
180,42,17,2062
170,42,18,2061
160,42,19,2060
150,42,20,2059
140,42,21,2058
130,42,22,2057
120,42,23,2056
110,42,24,2055
100,42,25,2054
90,42,26,2053
80,42,27,2052
70,42,28,2051
60,42,29,2050
50,42,30,2049
40,42,31,2048
30,42,32,2047
20,42,33,2046
10,42,34,2146
158.113883,43,0,2145
148.660687,43,1,2144
139.283883,43,2,2143
130,43,3,2142
120.83046,43,4,2141
111.803399,43,5,2140
102.956301,43,6,2139
94.339811,43,7,2138
86.023253,43,8,2137
78.102497,43,9,2136
70.710678,43,10,2135
64.031242,43,11,2134
58.309519,43,12,2133
53.851648,43,13,2132
50.990195,43,14,2131
41.231056,43,15,2130
31.622777,43,16,2129
22.36068,43,17,2128
14.142136,43,18,2127
10,43,19,2126
14.142136,43,20,2125
10,43,21,2124
14.142136,43,22,2123
22.36068,43,23,2122
31.622777,43,24,2121
41.231056,43,25,2120
50.990195,43,26,2119
60.827625,43,27,2118
70.710678,43,28,2117
80.622577,43,29,2116
90.553851,43,30,2115
100.498756,43,31,2114
110.45361,43,32,2113
120.415946,43,33,2112
130.384048,43,34,2111
140.356688,43,35,2110
150.332964,43,36,2109
160.312195,43,37,2108
170.293864,43,38,2107
180.277564,43,39,2106
190.262976,43,40,2105
200.249844,43,41,2104
210.23796,43,42,2103
220.227155,43,43,2102
230.217289,43,44,2101
230,43,45,2100
230.217289,43,46,2099
220.227155,43,47,2098
210.23796,43,48,2097
200.249844,43,49,2096
190.262976,43,50,2095
180.277564,43,51,2094
170.293864,43,52,2093
160.312195,43,53,2092
150.332964,43,54,2091
140.356688,43,55,2090
130.384048,43,56,2089
120.415946,43,57,2088
110.45361,43,58,2087
100.498756,43,59,2086
90.553851,43,60,2085
80.622577,43,61,2084
80,43,62,2083
70,43,63,2082
60,43,64,2081
50,43,65,2080
40,43,66,2079
30,43,67,2078
20,43,68,2077
10,43,69,2177
341.76015,44,0,2176
345.398321,44,1,2175
349.284984,44,2,2174
353.411941,44,3,2173
357.770876,44,4,2172
362.353419,44,5,2171
367.151195,44,6,2170
358.468967,44,7,2169
349.857114,44,8,2168
341.320963,44,9,2167
332.86634,44,10,2166
324.499615,44,11,2165
316.227766,44,12,2164
308.058436,44,13,2163
300,44,14,2162
292.061637,44,15,2161
284.253408,44,16,2160
276.586334,44,17,2159
269.072481,44,18,2158
261.725047,44,19,2157
254.558441,44,20,2156
247.588368,44,21,2155
240.831892,44,22,2154
234.30749,44,23,2153
228.035085,44,24,2152
222.036033,44,25,2151
216.333077,44,26,2150
210.950231,44,27,2149
205.912603,44,28,2148
201.246118,44,29,2147
196.977156,44,30,2146
193.132079,44,31,2145
189.73666,44,32,2144
186.815417,44,33,2143
184.390889,44,34,2142
182.482876,44,35,2141
181.107703,44,36,2140
180.277564,44,37,2139
180,44,38,2138
170,44,39,2137
160,44,40,2136
150,44,41,2135
140,44,42,2134
130,44,43,2133
120,44,44,2132
110,44,45,2131
100,44,46,2130
90,44,47,2129
80,44,48,2128
70,44,49,2127
60,44,50,2126
50,44,51,2125
40,44,52,2124
30,44,53,2123
20,44,54,2122
10,44,55,2222
139.283883,45,0,2221
143.178211,45,1,2220
147.648231,45,2,2219
152.643375,45,3,2218
158.113883,45,4,2217
150,45,5,2216
142.126704,45,6,2215
134.53624,45,7,2214
127.279221,45,8,2213
120.415946,45,9,2212
114.017543,45,10,2211
108.166538,45,11,2210
102.956301,45,12,2209
98.488578,45,13,2208
94.86833,45,14,2207
92.195445,45,15,2206
90.553851,45,16,2205
90,45,17,2204
80,45,18,2203
70,45,19,2202
60,45,20,2201
50,45,21,2200
40,45,22,2199
30,45,23,2198
20,45,24,2197
10,45,25,2297
70.710678,46,0,2296
78.102497,46,1,2295
86.023253,46,2,2294
94.339811,46,3,2293
102.956301,46,4,2292
111.803399,46,5,2291
120.83046,46,6,2290
130,46,7,2289
139.283883,46,8,2288
148.660687,46,9,2287
158.113883,46,10,2286
167.630546,46,11,2285
177.200451,46,12,2284
186.815417,46,13,2283
196.468827,46,14,2282
206.155281,46,15,2281
215.870331,46,16,2280
225.610283,46,17,2279
235.372046,46,18,2278
245.153013,46,19,2277
243.310501,46,20,2276
241.867732,46,21,2275
240.831892,46,22,2274
240.208243,46,23,2273
240,46,24,2272
230,46,25,2271
220,46,26,2270
210,46,27,2269
200,46,28,2268
190,46,29,2267
180,46,30,2266
170,46,31,2265
160,46,32,2264
150,46,33,2263
140,46,34,2262
130,46,35,2261
120,46,36,2260
110,46,37,2259
100,46,38,2258
90,46,39,2257
80,46,40,2256
70,46,41,2255
60,46,42,2254
50,46,43,2253
40,46,44,2252
30,46,45,2251
20,46,46,2250
10,46,47,2350
243.310501,47,0,2349
253.179778,47,1,2348
263.058929,47,2,2347
272.946881,47,3,2346
282.842712,47,4,2345
292.745623,47,5,2344
302.654919,47,6,2343
312.569992,47,7,2342
311.44823,47,8,2341
310.644491,47,9,2340
310.161248,47,10,2339
310,47,11,2338
300,47,12,2337
290,47,13,2336
280,47,14,2335
270,47,15,2334
260,47,16,2333
250,47,17,2332
240,47,18,2331
230,47,19,2330
220,47,20,2329
210,47,21,2328
200,47,22,2327
190,47,23,2326
180,47,24,2325
170,47,25,2324
160,47,26,2323
150,47,27,2322
140,47,28,2321
130,47,29,2320
120,47,30,2319
110,47,31,2318
100,47,32,2317
90,47,33,2316
80,47,34,2315
70,47,35,2314
60,47,36,2313
50,47,37,2312
40,47,38,2311
30,47,39,2310
20,47,40,2309
10,47,41,2409
148.660687,48,0,2408
145.602198,48,1,2407
143.178211,48,2,2406
141.421356,48,3,2405
140.356688,48,4,2404
130.384048,48,5,2403
120.415946,48,6,2402
110.45361,48,7,2401
100.498756,48,8,2400
90.553851,48,9,2399
80.622577,48,10,2398
70.710678,48,11,2397
60.827625,48,12,2396
60,48,13,2395
50,48,14,2394
40,48,15,2393
30,48,16,2392
20,48,17,2391
10,48,18,2491
266.270539,49,0,2490
260.768096,49,1,2489
255.538647,49,2,2488
250.599282,49,3,2487
245.967478,49,4,2486
241.660919,49,5,2485
237.697286,49,6,2484
234.093998,49,7,2483
230.867928,49,8,2482
228.035085,49,9,2481
225.610283,49,10,2480
223.606798,49,11,2479
222.036033,49,12,2478
220.90722,49,13,2477
220.227155,49,14,2476
210.23796,49,15,2475
200.249844,49,16,2474
190.262976,49,17,2473
180.277564,49,18,2472
170.293864,49,19,2471
160.312195,49,20,2470
150.332964,49,21,2469
140.356688,49,22,2468
140,49,23,2467
130,49,24,2466
120,49,25,2465
110,49,26,2464
100,49,27,2463
90,49,28,2462
80,49,29,2461
70,49,30,2460
60,49,31,2459
50,49,32,2458
40,49,33,2457
30,49,34,2456
20,49,35,2455
10,49,36,2555
128.062485,50,0,2554
120.415946,50,1,2553
113.137085,50,2,2552
106.301458,50,3,2551
100,50,4,2550
94.339811,50,5,2549
89.442719,50,6,2548
85.440037,50,7,2547
82.462113,50,8,2546
80.622577,50,9,2545
70.710678,50,10,2544
60.827625,50,11,2543
50.990195,50,12,2542
41.231056,50,13,2541
31.622777,50,14,2540
22.36068,50,15,2539
14.142136,50,16,2538
10,50,17,2638
196.977156,51,0,2637
193.132079,51,1,2636
189.73666,51,2,2635
186.815417,51,3,2634
184.390889,51,4,2633
182.482876,51,5,2632
181.107703,51,6,2631
180.277564,51,7,2630
180,51,8,2629
170,51,9,2628
160,51,10,2627
150,51,11,2626
140,51,12,2625
130,51,13,2624
120,51,14,2623
110,51,15,2622
100,51,16,2621
90,51,17,2620
80,51,18,2619
70,51,19,2618
60,51,20,2617
50,51,21,2616
40,51,22,2615
30,51,23,2614
20,51,24,2613
10,51,25,2713
274.590604,52,0,2712
269.25824,52,1,2711
264.196896,52,2,2710
259.422435,52,3,2709
254.950976,52,4,2708
250.798724,52,5,2707
246.981781,52,6,2706
243.515913,52,7,2705
240.416306,52,8,2704
237.697286,52,9,2703
235.372046,52,10,2702
233.452351,52,11,2701
231.94827,52,12,2700
230.867928,52,13,2699
230.217289,52,14,2698
230,52,15,2697
220,52,16,2696
210,52,17,2695
200,52,18,2694
190,52,19,2693
180,52,20,2692
170,52,21,2691
160,52,22,2690
150,52,23,2689
140,52,24,2688
130,52,25,2687
120,52,26,2686
110,52,27,2685
100,52,28,2684
90,52,29,2683
80,52,30,2682
70,52,31,2681
60,52,32,2680
50,52,33,2679
40,52,34,2678
30,52,35,2677
20,52,36,2676
10,52,37,2776
260,53,0,2775
264.007576,53,1,2774
268.328157,53,2,2773
272.946881,53,3,2772
277.84888,53,4,2771
269.25824,53,5,2770
260.768096,53,6,2769
252.388589,53,7,2768
246.981781,53,8,2767
241.867732,53,9,2766
237.065392,53,10,2765
232.594067,53,11,2764
228.473193,53,12,2763
224.722051,53,13,2762
221.359436,53,14,2761
218.403297,53,15,2760
215.870331,53,16,2759
213.775583,53,17,2758
212.132034,53,18,2757
210.950231,53,19,2756
210.23796,53,20,2755
210,53,21,2754
200,53,22,2753
190,53,23,2752
180,53,24,2751
170,53,25,2750
160,53,26,2749
150,53,27,2748
140,53,28,2747
130,53,29,2746
120,53,30,2745
110,53,31,2744
100,53,32,2743
90,53,33,2742
80,53,34,2741
70,53,35,2740
60,53,36,2739
50,53,37,2738
40,53,38,2737
30,53,39,2736
20,53,40,2735
10,53,41,2835
107.703296,54,0,2834
117.046999,54,1,2833
126.491106,54,2,2832
136.014705,54,3,2831
145.602198,54,4,2830
155.241747,54,5,2829
164.924225,54,6,2828
162.788206,54,7,2827
161.245155,54,8,2826
160.312195,54,9,2825
160,54,10,2824
150,54,11,2823
140,54,12,2822
130,54,13,2821
120,54,14,2820
110,54,15,2819
100,54,16,2818
90,54,17,2817
80,54,18,2816
70,54,19,2815
60,54,20,2814
50,54,21,2813
40,54,22,2812
30,54,23,2811
20,54,24,2810
10,54,25,2910
240.416306,55,0,2909
237.697286,55,1,2908
235.372046,55,2,2907
233.452351,55,3,2906
231.94827,55,4,2905
230.867928,55,5,2904
230.217289,55,6,2903
220.227155,55,7,2902
210.23796,55,8,2901
200.249844,55,9,2900
190.262976,55,10,2899
180.277564,55,11,2898
170.293864,55,12,2897
160.312195,55,13,2896
150.332964,55,14,2895
140.356688,55,15,2894
130.384048,55,16,2893
120.415946,55,17,2892
110.45361,55,18,2891
100.498756,55,19,2890
90.553851,55,20,2889
80.622577,55,21,2888
70.710678,55,22,2887
60.827625,55,23,2886
50.990195,55,24,2885
41.231056,55,25,2884
31.622777,55,26,2883
22.36068,55,27,2882
14.142136,55,28,2881
10,55,29,2981
400,56,0,2980
406.07881,56,1,2979
412.310563,56,2,2978
418.688428,56,3,2977
425.205833,56,4,2976
431.856458,56,5,2975
424.499706,56,6,2974
417.252921,56,7,2973
410.121933,56,8,2972
403.112887,56,9,2971
396.232255,56,10,2970
389.486842,56,11,2969
382.883794,56,12,2968
376.430604,56,13,2967
370.13511,56,14,2966
364.005494,56,15,2965
358.050276,56,16,2964
352.278299,56,17,2963
346.698716,56,18,2962
341.320963,56,19,2961
336.154726,56,20,2960
331.209903,56,21,2959
326.496554,56,22,2958
322.024844,56,23,2957
317.804972,56,24,2956
313.847097,56,25,2955
310.161248,56,26,2954
306.757233,56,27,2953
303.644529,56,28,2952
300.832179,56,29,2951
298.328678,56,30,2950
296.141858,56,31,2949
294.278779,56,32,2948
292.745623,56,33,2947
291.547595,56,34,2946
290.688837,56,35,2945
290.172363,56,36,2944
290,56,37,2943
280,56,38,2942
270,56,39,2941
260,56,40,2940
250,56,41,2939
240,56,42,2938
230,56,43,2937
220,56,44,2936
210,56,45,2935
200,56,46,2934
190,56,47,2933
180,56,48,2932
170,56,49,2931
160,56,50,2930
150,56,51,2929
140,56,52,2928
130,56,53,2927
120,56,54,2926
110,56,55,2925
100,56,56,2924
90,56,57,2923
80,56,58,2922
70,56,59,2921
60,56,60,2920
50,56,61,2919
40,56,62,2918
30,56,63,2917
20,56,64,2916
10,56,65,3016
272.946881,57,0,3015
281.780056,57,1,3014
290.688837,57,2,3013
299.666481,57,3,3012
308.706981,57,4,3011
304.630924,57,5,3010
300.832179,57,6,3009
297.321375,57,7,3008
294.108823,57,8,3007
291.204396,57,9,3006
288.617394,57,10,3005
286.356421,57,11,3004
284.429253,57,12,3003
282.842712,57,13,3002
281.602557,57,14,3001
280.713377,57,15,3000
280.178515,57,16,2999
280,57,17,2998
280.178515,57,18,2997
270.185122,57,19,2996
260.192237,57,20,2995
250.19992,57,21,2994
240.208243,57,22,2993
230.217289,57,23,2992
220.227155,57,24,2991
210.23796,57,25,2990
200.249844,57,26,2989
190.262976,57,27,2988
180.277564,57,28,2987
170.293864,57,29,2986
160.312195,57,30,2985
150.332964,57,31,2984
140.356688,57,32,2983
140,57,33,2982
130,57,34,2981
120,57,35,2980
110,57,36,2979
100,57,37,2978
90,57,38,2977
80,57,39,2976
70,57,40,2975
60,57,41,2974
50,57,42,2973
40,57,43,2972
30,57,44,2971
20,57,45,2970
10,57,46,3070
205.912603,58,0,3069
214.709106,58,1,3068
223.606798,58,2,3067
232.594067,58,3,3066
241.660919,58,4,3065
237.697286,58,5,3064
234.093998,58,6,3063
230.867928,58,7,3062
228.035085,58,8,3061
225.610283,58,9,3060
223.606798,58,10,3059
222.036033,58,11,3058
220.90722,58,12,3057
220.227155,58,13,3056
220,58,14,3055
210,58,15,3054
200,58,16,3053
190,58,17,3052
180,58,18,3051
170,58,19,3050
160,58,20,3049
150,58,21,3048
140,58,22,3047
130,58,23,3046
120,58,24,3045
110,58,25,3044
100,58,26,3043
90,58,27,3042
80,58,28,3041
70,58,29,3040
60,58,30,3039
50,58,31,3038
40,58,32,3037
30,58,33,3036
20,58,34,3035
10,58,35,3135
275.862284,59,0,3134
282.842712,59,1,3133
290,59,2,3132
297.321375,59,3,3131
304.795013,59,4,3130
312.409987,59,5,3129
320.156212,59,6,3128
328.024389,59,7,3127
322.024844,59,8,3126
316.227766,59,9,3125
310.644491,59,10,3124
305.28675,59,11,3123
300.16662,59,12,3122
295.296461,59,13,3121
290.688837,59,14,3120
286.356421,59,15,3119
282.311884,59,16,3118
278.567766,59,17,3117
275.13633,59,18,3116
272.02941,59,19,3115
269.25824,59,20,3114
266.833281,59,21,3113
264.764046,59,22,3112
263.058929,59,23,3111
261.725047,59,24,3110
260.768096,59,25,3109
260.192237,59,26,3108
260,59,27,3107
250,59,28,3106
240,59,29,3105
230,59,30,3104
220,59,31,3103
210,59,32,3102
200,59,33,3101
190,59,34,3100
180,59,35,3099
170,59,36,3098
160,59,37,3097
150,59,38,3096
140,59,39,3095
130,59,40,3094
120,59,41,3093
110,59,42,3092
100,59,43,3091
90,59,44,3090
80,59,45,3089
70,59,46,3088
60,59,47,3087
50,59,48,3086
40,59,49,3085
30,59,50,3084
20,59,51,3083
10,59,52,3183
